resena_id,restaurante,calificacion,texto
299,El Pirata del Sabor Vegano,4,El mesero reviso el pedido antes de traerlo. Los ingredientes se sentian frescos y la porción generosa. La porción fue pequena para lo que ofrece el menu. Las verduras estaban frescas y bien condimentadas. Pagamos mucho por una porción pequena. Los ingredientes se sentian frescos y la porción generosa.
300,Paul's Mcarne Feast Palace,3,La música estaba demasiado alta para conversar. Las mesas están bien separadas y el sitio es silencioso. El personal es amable y resuelve cualquier duda. La terraza estaba cerrada y no avisaron. Tomaron el pedido rápido y llegó sin errores. Hubo demora en la cocina y nadie nos aviso. La atención hizo la diferencia en la visita. Escribanme a quejas@laterraza.com si quieren la foto.
301,Mercado 93,5,COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. COBRAN LA PROPINA SIN AVISAR Y EL VALOR FINAL SUBE. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. MANEJAN UNA PROMOCION DE ALMUERZO QUE VALE LA PENA.
302,Vegan Island,4,La terraza tiene una vista bonita para la tarde. El mesero se equivocó con el pedido de la mesa. La sazón de la casa es lo mejor del menu. Probamos el plato picante y el sabor era intenso pero equilibrado. La iluminación del salon es cálida. La iluminación del salon es cálida. Habia mucho ruido y el espacio mal ventilado.
303,Muuu Said the Happy Cow,2,EL SABOR NO CORRESPONDE A LO QUE PROMETE LA CARTA. LA ATENCIÓN HIZO LA DIFERENCIA EN LA VISITA. EL SABOR NO CORRESPONDE A LO QUE PROMETE LA CARTA. LA COMIDA ESTUVO MUY BUENO Y EL SABOR DE LOS PLATOS ME SORPRENDIÓ.
304,Casa Sazon,3,El personal no estaba pendiente de las mesas. Tomaron el pedido rápido y llego sin errores. La atencion fue distante y poco cortés. Tomaron el pedido rápido y llego sin errores. Hubo demora en la cocina y nadie nos aviso.
305,El Pirata del Sabor Vegano,2,La terraza estaba cerrada y no avisaron. La promocion que anuncian no aplicaba al pagar. El lugar estaba limpio y las sillas comodas. El valor de los platos esta por debajo del promedio de la zona. Es un lugar económico para el tamaño de las porciones. La cuenta salio cara y la factura traia cobros que no pedimos. Nos cobraron un valor distinto al de la carta. El anbiente del lugar es muy bueno y muy acogedor. El sitio no estaba limpio cuando llegamos.
306,Paul's Mcarne Feast Palace,4,El plato principal llego bien preparado y con una sazón deliciozo. El mesero se equivoco con el pedido de la mesa. El sitio no estaba limpio cuando llegamos. El menu tiene variedad y cada plato mantiene la calidad. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
307,Casa Sazon,2,PAGAMOS MUCHO POR UNA PORCION PEQUENA. EL DESCUENTO DEL DIA DEJA LA CUENTA MUY BARATA. LA CUENTA SALIO CARA Y LA FACTURA TRAIA COBROS QUE NO PEDIMOS. NOS UBICARON EN LA MESA APENAS LLEGAMOS.
308,Muuu Said the Happy Cow,4,La terraza tiene una vista bonita para la tarde. Manejan una promocion de almuerzo que vale la pena. Los presios subieron y ya no es económico. Cobran la propina sin avisar y el valor final sube. La cuenta fue economica y el valor esta justificado. Reservas al 310 555 12 34.
309,El Pirata del Sabor Vegano,4,Tomaron el pedido rápido y llegó sin errores. El postre estaba deficiente y sin gracia. El sitio no estaba limpio cuando llegamos. El mesero se equivocó con el pedido de la mesa.
310,El Pirata del Sabor Vegano,3,El postre estaba pesimo y sin gracia. Los ingredientes no se sentian frescos. La comida llego fria y sin sabor. El postre estaba regular y sin gracia. Probamos el plato picante y el sabor era intenso pero equilibrado. Esperamos mucho tiempo por la cuenta. La sazón del plato quedó desbalanceada y demasiado salada. Pedimos la carne y quedó en su punto exacto.
311,La Verdura Inquieta,5,La iluminación del salon es cálida. Pedimos verduras y llegaron recalentadas. Pedimos la carne y quedó en su punto exacto. La música acompaña sin tapar la conversacion. El plato principal llegó bien preparado y con una sazón delicioso. Nos ubicaron en la mesa apenas llegamos. El valor de los platos esta por debajo del promedio de la zona. Cobran la propina sin avisar y el valor final sube.
312,La Verdura Inquieta,4,El costo no corresponde con la calidad. Cobran la propina sin avisar y el valor final sube. Cobran la propina sin avisar y el valor final sube.
313,La Terraza del Chico,2,La terraza estaba cerrada y no avisaron. La atención en la mesa estuvo pendiente todo el tiempo. Pusimos un reclamo y nadie respondio. El servicio fue deficiente y tuvimos que llamar varias veces. Hubo demora en la cocina y nadie nos aviso. Pusimos un reclamo y nadie respondio. El sitio no estaba limpio cuando llegamos. La terraza tiene una vista bonita para la tarde. El personal no estaba pendiente de las mesas.
314,Mercado 93,4,El personal es amable y resuelve cualquier duda. El mesero se equivoco con el pedido de la mesa. El servicio fue correcto y el mesero muy atento. La espera para que tomaran el pedido fue larga. Nos ubicaron en la mesa apenas llegamos. Nos atendieron rápido y con amabilidad. Hubo demora en la cocina y nadie nos aviso. El plato venia regular preparado y la carne seca.
315,El Pirata del Sabor Vegano,5,Manejan una promocion de almuerzo que vale la pena. La cuenta fue economica y el valor esta justificado. Nos cobraron un valor distinto al de la carta. Manejan una promocion de almuerzo que vale la pena. La cuenta fue economica y el valor esta justificado. Tienen precios claros y la factura llega detallada. Nos cobraron un valor distinto al de la carta. El valor de los platos esta por debajo del promedio de la zona. El valor de los platos esta por debajo del promedio de la zona.
316,Casa Sazon,2,Pagar aqui se siente razonable por lo que sirven. El descuento del dia deja la cuenta muy barata. La cuenta fue economica y el valor esta justificado. Es un lugar económico para el tamano de las porciones. Pagamos mucho por una porción pequena. El precio de la carta me parecio pésimo para lo que sirven. Pagamos mucho por una porción pequena.
317,Mercado 93,3,"El mesero explicó el menu con paciencia y fue cortés. El sitio no estaba limpio cuando llegamos. La decoración esta descuidada y la luz muy fuerte. El espacio es amplio y se siente tranquilo. El ambiente del lugar es muy bueno y muy acogedor. Vale 40 mil, ojo con eso."
318,Muuu Said the Happy Cow,4,La decoración y la luz hacen agradable el espacio. El ambiente del lugar es notable y muy acogedor. La decoración y la luz hacen agradable el espacio. El ambiente era pésimo por el ruido de la calle. El plato venia pésimo preparado y la carne seca.
319,La Terraza del Chico,5,"El ambiente del lugar es notable y muy acogedor. El lugar estaba limpio y las sillas comodas. La iluminacion del salon es cálida. Vale 40 mil, ojo con eso."
320,La Verdura Inquieta,3,La sazón de la casa es lo mejor del menu. La terraza tiene una vista bonita para la tarde. El sitio no estaba limpio cuando llegamos. Las verduras estaban frescas y bien condimentadas. El servicio fue pésimo y tuvimos que llamar varias veces. El postre cerro la comida de forma delicioso. Habia mucho ruido y el espacio mal ventilado. Esperamos mucho tiempo por la cuenta. El costo no corresponde con la calidad.
321,Mercado 93,5,La musica acompaña sin tapar la conversacion. El ambiente del lugar es ecxelente y muy acogedor. La terraza tiene una vista bonita para la tarde.
322,Muuu Said the Happy Cow,4,Pedimos la carne y quedo en su punto exacto. Los ingredientes no se sentian frescos. El postre cerro la comida de forma excelente. La sazón de la casa es lo mejor del menu. La comida llego fria y sin sabor. Pagamos $9.800 en total.
323,Casa Sazon,3,El ambiente del lugar es delicioso y muy acogedor. El ambiente era pésimo por el ruido de la calle. El espacio es amplio y se siente tranquilo. La decoración y la luz hacen agradable el espacio. La atención fue distante y poco cortés. La espera para que tomaran el pedido fue larga.
324,El Pirata del Sabor Vegano,4,El descuento del dia deja la cuenta muy barata. El plato principal llego bien preparado y con una sazón ecxelente. La música estaba demasiado alta para conversar. Pedimos la carne y quedó en su punto exacto. La decoración esta descuidada y la luz muy fuerte. Pagamos $120.000 en total.
325,Mercado 93,4,TIENEN PRECIOS CLAROS Y LA FACTURA LLEGA DETALLADA. PROBAMOS EL PLATO PICANTE Y EL SABOR ERA INTENSO PERO EQUILIBRADO. PEDIMOS VERDURAS Y LLEGARON RECALENTADAS. NOS UBICARON EN LA MESA APENAS LLEGAMOS. LA SAZÓN DE LA CASA ES LO MEJOR DEL MENU. LOS INGREDIENTES SE SENTIAN FRESCOS Y LA PORCIÓN GENEROSA. LAS VERDURAS ESTABAN FRESCAS Y BIEN CONDIMENTADAS. EL COSTO NO CORRESPONDE CON LA CALIDAD.
326,Paul's Mcarne Feast Palace,1,EL PERSONAL NO ESTABA PENDIENTE DE LAS MESAS. LA COMIDA ESTUVO MUY BUENO Y EL SABOR DE LOS PLATOS ME SORPRENDIO. LAS MESAS ESTÁN BIEN SEPARADAS Y EL SITIO ES SILENCIOSO. EL PLATO VENIA DEFICIENTE PREPARADO Y LA CARNE SECA. EL LUGAR SE SENTIA ESTRECHO Y LAS SILLAS INCOMODAS.
327,Mercado 93,3,El zervicio fue correcto y el mesero muy atento. La música estaba demasiado alta para conversar. El personal es amable y resuelve cualquier duda. Esperamos mucho tiempo por la cuenta. Esperamos mucho tiempo por la cuenta. El mesero explico el menu con paciencia y fue cortés. El ambiente del lugar es correcto y muy acogedor.
328,Paul's Mcarne Feast Palace,3,Pedimos verduras y llegaron recalentadas. La sazón del plato quedó desbalanceada y demasiado salada. La porción fue pequena para lo que ofrece el menu. El postre cerro la comida de forma excelente. La presentación del plato acompaña el sabor. La comida estuvo correcto y el sabor de los platos me sorprendió. El sabor no corresponde a lo que promete la carta. Pedimos verduras y llegaron recalentadas. El plato principal llegó bien preparado y con una sazón excelente.
329,Muuu Said the Happy Cow,5,La sazón de la casa es lo mejor del menu. La atención en la mesa estuvo pendiente todo el tiempo. El mesero reviso el pedido antes de traerlo. El personal es amable y resuelve cualquier duda. El personal es amable y resuelve cualquier duda. Nos atendieron rapido y con amabilidad. Los precios subieron y ya no es económico. Pusimos un reclamo y nadie respondió. La atención en la mesa estuvo pendiente todo el tiempo.
330,El Pirata del Sabor Vegano,5,El descuento del dia deja la cuenta muy barata. Las verduras estaban frescas y bien condimentadas. La presentacion del plato acompaña el sabor. La cuenta fue de $32.500.
331,Mercado 93,3,Las verduras estaban frescas y bien condimentadas. La sazon del plato quedó desbalanceada y demasiado salada. El menu tiene variedad y cada plato mantiene la calidad.
332,Paul's Mcarne Feast Palace,4,El personal es amable y resuelve cualquier duda. La terraza tiene una vista bonita para la tarde. Las mesas están bien separadas y el sitio es silencioso. La musica acompaña sin tapar la conversacion. La terraza tiene una vista bonita para la tarde. El lugar estaba limpio y las sillas comodas. La musica estaba demasiado alta para conversar. El ambiente era deficiente por el ruido de la calle. La terraza tiene una vista bonita para la tarde. Mas fotos en quejas@laterraza.com.
333,Casa Sazon,4,Pagar aqui se siente razonable por lo que sirven. Nos cobraron un valor distinto al de la carta. La terraza estaba cerrada y no avisaron.
334,Casa Sazon,4,Cobran la propina sin avisar y el valor final sube. El precio de la carta me parecio regular para lo que sirven. La terraza tiene una vista bonita para la tarde. El ambiente era deficiente por el ruido de la calle. El descuento del dia deja la cuenta muy barata. El descuento del dia deja la cuenta muy barata.
335,Vegan Island,3,La atención fue distante y poco cortes. Nos ubicaron en la mesa apenas llegamos. Las mesas están bien separadas y el sitio es silencioso. Esperamos mucho tiempo por la cuenta. La terraza tiene una vista bonita para la tarde. El lugar se sentia estrecho y las sillas incomodas. Esperamos mucho tiempo por la cuenta.
336,La Verdura Inquieta,3,El precio es correcto para la calidad que ofrecen. Pagamos mucho por una porcion pequena. El servicio fue regular y tuvimos que llamar varias veces. El personal no estaba pendiente de las mesas.
337,Vegan Island,3,La porción fue pequena para lo que ofrece el menu. Los ingredientes no se sentian frescos. El postre estaba flojo y sin gracia. Cobran la propina sin avisar y el valor final sube. La porción fue pequena para lo que ofrece el menu.!!!
338,Mercado 93,3,El mesero explicó el menu con paciencia y fue cortés. Los precios subieron y ya no es económico. El mesero explicó el menu con paciencia y fue cortés. Pusimos un reclamo y nadie respondió. La sazon de la casa es lo mejor del menu. La porción fue pequena para lo que ofrece el menu. La atención hizo la diferencia en la visita.!!!
